abstract,doi,eid,link,scholar,scopus,title,year
"© 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.We are teetering on the precipice of the imminent Fourth Industrial Revolution. In this new age, systems are set to become more densely intraconnected and interconnected, and massive sociotechnical systems exhibiting unprecedented levels of complexity will increasingly take hold. At the dawning of this new age, the Ergonomics discipline must reflect on its preparedness for tackling problems in these novel systems. This paper engages in this reflection by putting forth a critical commentary on the implication of these changes on the discipline and discusses the utility of our current methods in this new paradigm. A resulting Radical Systems Thinking in Ergonomics Manifesto is put forward–a set of mandates to guide practitioners and researchers in the development of new methods capable of coping with these imminent challenges. From the manifesto are derived a series of capability requirements for future computational modelling approaches in Ergonomics. Practitioner summary: The goal of this paper was to inspire the Ergonomics community to pursue further applications involving computational modelling approaches such as Agent-Based Modelling. It presents a manifesto for the future of the discipline, and from this the capabilities that future computational modelling approaches need to possess. Abbreviations: 1IR: first industrial revolution; 2IR: second industrial revolution; 3IR: third industrial revolution; 4IR: fourth industrial revolution; ABM: agent based model; AI: artificial intelligence; AoF: allocation of function; CPA: cyber physical attack; CPS: cyber-physical system; CWA: cognitive work analysis; DDoS: distributed denial of service; EAST: event analysis of systemic teamwork; FRAM; functional resonance analysis method; HCI: human-computer interaction; HERA: human error and recovery assessment; HET: human error template; HMC: human-machine cooperation; IoT: internet of things; RSTEM: radical systems thinking in ergonomics manifesto; SAI: situated artificial intelligence; STAMP: systems theoretic accident model and processes; TRACEr: technique for the retrospective and predictive analysis of cognitive errors in air traffic control.",10.1080/00140139.2019.1694173,2-s2.0-85076111049,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076111049&origin=inward,,0.0,Radical systems thinking and the future role of computational modelling in ergonomics: an exploration of agent-based modelling,2019
"Distributed Denial of Service (DDoS) attacks are the most common and easiest attacks to propagate over internet. It causes a high degree of destruction to the network and systems resources. The destructive nature of DDoS attacks force security engineers to design defense solutions which can detect and take counter actions to defend against such attacks. In this paper, we investigated the packet flood attacks and presented a collaborative peer to peer defense mechanism. The proposed solution detects the attack at victim edge router and sends the alert messages to its neighboring nodes which allow them to proactively defend themselves. Simulation results shows the efficiency of the solution with less false positives at victim edge router and less damage to the network due to proactive defense approach. © 2011 Published by Elsevier Ltd.",10.1016/j.procs.2011.07.022,2-s2.0-84856479963,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84856479963&origin=inward,,14.0,Collaborative peer to peer defense mechanism for DDoS attacks,2011
"In recent years, distributed denial of service (DDoS) attacks have brought increasing threats to the Internet since attack traffic caused by DDoS attacks can consume lots of bandwidth or computing resources on the Internet and the availability of DDoS attack tools has become more and more easy. However, due to the similarity between DDoS attack traffic and transient bursts of normal traffic, it is very difficult to detect DDoS attacks accurately and quickly. In this paper, a novel DDoS detection approach based on Hidden Markov Models (HMMs) and cooperative reinforcement learning is proposed, where a distributed cooperation detection scheme using source IP address monitoring is employed. To realize earlier detection of DDoS attacks, the detectors are distributed in the mediate network nodes or near the sources of DDoS attacks and HMMs are used to establish a profile for normal traffic based on the frequencies of new IP addresses. A cooperative reinforcement learning algorithm is proposed to compute optimized strategies of information exchange among the distributed multiple detectors so that the detection accuracies can be improved without much load on information communications among the detectors. Simulation results on distributed detection of DDoS attacks generated by TFN2K tools illustrate the effectiveness of the proposed method. © Springer-Verlag Berlin Heidelberg 2007.",,2-s2.0-38049169479,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=38049169479&origin=inward,,22.0,Defending DDoS attacks using hidden Markov models and cooperative reinforcement learning,2007
"© 2018 ACM.Owing1 to an immense growth of internet-connected and learning-enabled cyber-physical systems (CPSs) [1], several new types of attack vectors have emerged. Analyzing security and resilience of these complex CPSs is difficult as it requires evaluating many subsystems and factors in an integrated manner. Integrated simulation of physical systems and communication network can provide an underlying framework for creating a reusable and configurable testbed for such analyses. Using a model-based integration approach and the IEEE High-Level Architecture (HLA) [2] based distributed simulation software; we have created a testbed for integrated evaluation of large-scale CPS systems. Our tested supports web-based collaborative metamodeling and modeling of CPS system and experiments and a cloud computing environment for executing integrated networked co-simulations. A modular and extensible cyber-attack library enables validating the CPS under a variety of configurable cyber-attacks, such as DDoS and integrity attacks. Hardware-in-the-loop simulation is also supported along with several hardware attacks. Further, a scenario modeling language allows modeling of alternative paths (Courses of Actions) that enables validating CPS under different what-if scenarios as well as conducting cyber-gaming experiments. These capabilities make our testbed well suited for analyzing security and resilience of CPS. In addition, the web-based modeling and cloud-hosted execution infrastructure enables one to exercise the entire testbed using simply a web-browser, with integrated live experimental results display.",10.1145/3167132.3167173,2-s2.0-85050532585,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050532585&origin=inward,,1.0,Integrated simulation testbed for security and resilience of CPS,2018
"Copyright © 2016 The Institute of Electronics, Information and Communication Engineers.DDoS remains a major threat to Software Defined Networks. To keep SDN secure, effective detection techniques for DDoS are indispensable. Most of the newly proposed schemes for detecting such attacks on SDN make the SDN controller act as the IDS or the central server of a collaborative IDS. The controller consequently becomes a target of the attacks and a heavy loaded point of collecting traffic. A collaborative intrusion detection system is proposed in this paper without the need for the controller to play a central role. It is deployed as a modified artificial neural network distributed over the entire substrate of SDN. It disperses its computation power over the network that requires every participating switch to perform like a neuron. The system is robust without individual targets and has a global view on a large-scale distributed attack without aggregating traffic over the network. Emulation results demonstrate its effectiveness.",10.1587/transinf.2016EDL8016,2-s2.0-84984863681,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84984863681&origin=inward,,4.0,A collaborative intrusion detection system against DDoS for SDN,2016
"© 2017 ASTES Publishers. All rights reserved.The build-in internet-controlled functions of smart devices such as smart phone, smart television, home healthcare gadget, etc., have made them quite attractive to many segments of consumers. In recent years mankind has witnessed an upsurge usage of such devices for numerous purposes. In this paper, the author is going to show how previously forecasted security challenges of these devices are becoming realities in the present day life. The paper initially provides some introductory information about the topic, mostly by means of survey and citations of previous work. It then highlights the devastating effects of October 21, 2016 DDoS attack which mainly utilized IoT devices. It emphasizes the danger of recently revealed Mirai IoT botnet which serves as the basis for the DDoS-for-hire 'booter'/ 'stresser' service. In terms of counter measures, after highlighting IoT security implementation challenges, numerous approaches are presented. As a long-term solution, an architecture wherein security issues are managed through universal home gateway by network operators in a product based fashion is emphasized. The author shows its technical feasibility and demonstrates its partial materialization in proprietary manners. It then explains why and how numerous stake holders are needed to get together for its wide range commercial implementation. Some immediate necessary safeguard actions and intermediate schemes which include soft infrastructures are also presented for the purpose of risk reduction.",10.25046/aj0203153,2-s2.0-85048040055,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048040055&origin=inward,,4.0,"IoT: Their conveniences, security challenges and possible solutions",2017
"Cooperative technological solutions for Distributed Denial-of-Service (DDoS) attacks are already available, yet organizations in the best position to implement them lack incentive to do so, and the victims of DDoS attacks cannot find effective methods to motivate them. In this article we discuss two components of the technological solutions to DDoS attacks: cooperative filtering and cooperative traffic smoothing by caching. We then analyze the broken incentive chain in each of these technological solutions. As a remedy, we propose usage-based pricing and Capacity Provision Networks, which enable victims to disseminate enough incentive along attack paths to stimulate cooperation against DDoS attacks. © 2007 ACM.",10.1145/1189740.1189745,2-s2.0-33847729500,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33847729500&origin=inward,,25.0,Defeating DDoS attacks by fixing the incentive chain,2007
"© 2016 Elsevier Inc.A trust establishment scheme for enhancing inter-vehicular communication and preventing DoS attacks ‘TFDD’ is proposed in this paper. Based on a developed intrusion detection module (IDM) and data centric verification, our framework allows preventing DDoS attacks and eliminating misbehaving nodes in a distributed, collaborative and instantaneous manner. In addition, a trusted routing protocol is proposed that, using context-based information such as link stability and trust information, delivers data through the most reliable way. In this study, the simulation results obtained demonstrate the effectiveness of our trust framework at detecting dishonest nodes, as well as malicious messages that are sent by honest or dishonest nodes, after a very low number of message exchanges. Furthermore, colluding attacks are detected in a small period of time, which results in network resources being released immediately after an overload period. We also show that, in a worst-case scenario, our trust-based framework is able to sustain performance levels, and outperforming existing solutions such as T-CLAIDS and AECFV.",10.1016/j.vehcom.2016.11.010,2-s2.0-85009291157,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85009291157&origin=inward,,20.0,TFDD: A trust-based framework for reliable data delivery and DoS defense in VANETs,2017
"© 2019, Springer Nature Singapore Pte Ltd.The DDoS attack is a serious security problem in today’s Internet. To defend DDoS attacks, distributed routers need to cooperate to guarantee servers’ safety. Existing rule-based methods are not ideal as these methods adjust a threshold, which lacks flexibility. The distributed DDoS defense problem can also be viewed as a multi-agent Markov decision process (MAMDP), where multiple agents intelligently coordinate to achieve a team goal. However, agents can hardly defend DDoS attacks without communication. In this paper, we propose a multi-agent reinforcement learning method for distributed routers to defend DDoS attacks via compressed communication. Our method named ComDDPG outperforms existing rule-based methods and independent reinforcement learning methods under diverse attack scenarios even with communication delay.",10.1007/978-981-32-9298-7_17,2-s2.0-85071461485,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071461485&origin=inward,,0.0,Defending network traffic attack with distributed multi-agent reinforcement learning,2019
"© Springer International Publishing Switzerland 2014.Distributed Denial of Service (DDoS) flooding attack is one of the most diffused and effective threat against services and applications running over the Internet. Its distributed and cooperative nature makes it complicated to prevent and/or to counteract. StopIt is a robust, filter-based defence mechanism which is able to deal with various types of massive DDoS flooding attacks but which fails when the DDoS is achieved indirectly, i.e. by congestion of a link shared with the victim. This paper introduces an extension of StopIt which makes it able to cooperate with capability-based mechanisms for defeating indirect attacks. The enhanced version of the protocol has been implemented into the ns-3 simulator and its effectiveness has been evaluated under different scenarios.",,2-s2.0-84921635793,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84921635793&origin=inward,,3.0,Modelling and Simulation of A Defense Strategy to Face Indirect DDoS Flooding Attacks,2014
"© 2016 IEEE.The number of network intrusions, such as large-scale stealthy scans, worms, and distributed denial-of-service (DDoS) attacks, has significantly increased. Collaborative intrusion detection system (CIDS) becomes an essential part for analyzing multiple network security simultaneously. The trust-based packet filter method using Bayesian inference tries to decrease the processing burden, but overhead network packets make that performance and accuracy are still open issues. In this paper, we propose an Opportunistic Probe model, which is a transport entity that carries encrypted characteristic attributes from trusted host to the checking host. A Detection Time Optimization Algorithm is proposed to determine the trusted period of hosts during which the unnecessary detection can be reduced. The case study and experimental analysis demonstrates the effectiveness, scalability and robustness of the proposed approach.",10.1109/ICPADS.2016.0065,2-s2.0-85018474026,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018474026&origin=inward,,0.0,Opportunistic probe: An efficient adaptive detection model for collaborative intrusion detection,2016
"Current endoscopic anatomy interposes the gastric cardia between the tubular oesophagus and the proximal stomach. In contrast to that, recent evidence unfolds a different view. Using PubMed and Scopus searches, we examined if the novel understanding regarding the cardia goes in line with the concept of unfolding, as described by Heidegger based on the ancient didactic poetry of Parmenides. What has been taken as gastric cardia in fact represents reflux-damaged, dilated, columnar lined oesophagus (CLO): dilated distal oesophagus (DDO). Due to its macroscopic gastric appearance it cannot be discriminated from the stomach by endoscopy. Differentiation between DDE and proximal stomach requires the histopathology of measured multi-level biopsies obtained from the DDO and the proximal stomach. Cardaic, onxytocardiac mucosa and intestinal metaplasia (IM; Barrett's oesophagus) define CLO and thus the oesophageal location, while oxyntic mucosa (OM) of the proximal stomach verifies a gastric biopsy location. Endoscopically visible CLO and DDO define the morphological manifestation of reflux: the squamo-oxyntic gap (SOG). Biopsies obtained from the level of the diaphragmatic impressions allow differentiation between an enlarged hiatus with normal anatomic content (CLO; oesophagus) vs. hernia with abnormal content (OM; stomach). Non-dysplastic Barrett's oesophagus exists in 10 %-17 % of asymptomatic and in 20 %-100 % (with increasing CLO length) of reflux symptom-positive individuals (annual cancer risk: 0.2 %-0.7 %). These data justify biopsy of an endoscopically normal appearing squamocolumnar junction for the exclusion of Barrett's oesophagus and cancer risk. In the absence of contraindications, cancer risk-based therapy of dysplastic Barrett's oesophagus includes radiofrequency ablation (RFA) ± endoscopic resection. The perception of the cardia as reflux damaged DDO mirrors the concept of unfolding, as described by the interpretation of the didactic poem of Parmenides by Heidegger. Our data recommend to omit the term cardia and allocate morphology either to the oesophagus (CLO, DDO) or to the proximal stomach or indicate that allocation is impossible (i. e. tumour-induced). Future studies will have to test the value of this novel concept for diagnosis, treatment of gastro-oesophageal reflux disease and cancer prevention. © Georg Thieme Verlag KG Stuttgart New York.",10.1055/s-0034-1366188,2-s2.0-84898422610,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84898422610&origin=inward,,2.0,Critical assessment of a new endoscopic anatomic concept for the so-called cardia in the sense of the notions of parmenides and martin heidegger Kritische Betrachtung neuer Konzepte zur endoskopischen Anatomie des ösphagogastralen Übergangs im Sinne des Denkens von Parmenides und Martin Heidegger,2014
"In this paper we overview the different types of DDoS attacks, and their defense mechanism proposed till now , and propose a new approach. In this paper we propose a simple-to-integrate DDoS destination based defense method, which aims at mitigating an attack's effect on the victim side. In this method, heavy traffic is channelized"" before being forwarded to its destination node, thus preventing congestion at the node's access link .This method is simple to integrate, cheap and most important it requires no collaboration between nodes. © 2009 IEEE.",10.1109/ICFN.2009.37,2-s2.0-70449364100,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=70449364100&origin=inward,,1.0,Ddos defence mechanism,2009
"© 2020DDoS attack has emerged as a security threat to the services provided by internet service providers. The DDoS attack creates a huge danger to the availability of internet resources and services to legitimate users. Regardless of the presence of many defense mechanisms, the availability of bandwidth, security of computing resources are the challenges of on-going research. The increased rate of legitimate traffic flow and its similarity with the attack traffic flow made the DDoS problem more crucial. This paper proposed a distributed attack detection mechanism system called T-CAD that detects and mitigates the influence of DDoS attacks by observing traffic on the edge routers of autonomous systems. T-CAD computes the normalized router entropy and compares it to the various thresholds to efficiently discriminate between legitimate traffic, DDoS attack and flash events. The proposed attack detection system has been validated by performing simulation experiments with OMNeT++ and INET. The outcome of the simulation experiments shows that the T-CAD defense system has outperformed many existing thresholds and entropy-based DDoS attack detection mechanisms on several performance measures.",10.1016/j.jisa.2020.102457,2-s2.0-85079560612,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079560612&origin=inward,,0.0,T-CAD: A threshold based collaborative DDoS attack detection in multiple autonomous systems,2020
"Botnets are extremely versatile and are used in many attacks, for example, sending huge volumes of spam or launching Distributed Denial-of-Service (DDoS) attacks. With the development of network technology, suppressing botnets become more and more difficult. There are many reasons, firstly, the bot master will keep their own botnets as small as possible not only to hide themselves but also to rent the botnets in an easy way, secondly, bots can automatically change their command and control server (C&C) in order to hide and rescue themselves. Completely suppressing botnets is an extremely difficult challenge, but is not impossible. In this paper, we present an automatic and distributed botnets suppressing system called Garlic. Its structure is very similar to garlic, whose cloves are also distributed. This system can automatically collect network traffic from the botnet in a distributed mode, and then process these huge data using cloud computing technology, the Garlic system will generate and distribute rules when botnets are detected in data analysis. The most important feature of the Garlic is its close loop control characteristics, i.e., gather the feedback events resulted from the deployed rules, process and analyze in central node, and regenerate more effective rules to further suppress the new variant botnets. Finally, Garlic is evaluated and tested in the test bed to demonstrate its workability. © 2012 IEEE.",10.1109/ICDCSW.2012.30,2-s2.0-84866348100,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84866348100&origin=inward,,4.0,Garlic: A distributed botnets suppression system,2012
"© 2018 IEEE.Software Defined Network (SDN) is a revolutionary idea to realize software-driven network with the separation of control and data planes. In essence, SDN addresses the problems faced by the traditional network architecture; however, it may as well expose the network to new attacks. Among other attacks, distributed denial of service (DDoS) attacks are hard to contain in such software-based networks. Existing DDoS mitigation techniques either lack in performance or jeopardize the accuracy of the attack detection. To fill the voids, we propose in this paper a machine learning-based DDoS mitigation technique for SDN. First, we create a model for DDoS detection in SDN using NSL-KDD dataset and then after training the model on this dataset, we use real DDoS attacks to assess our proposed model. Obtained results show that the proposed technique equates favorably to the current techniques with increased performance and accuracy.",10.1109/WiMOB.2018.8589104,2-s2.0-85060791854,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060791854&origin=inward,,1.0,A New Machine Learning-based Collaborative DDoS Mitigation Mechanism in Software-Defined Network,2018
"© 2019 Association for Computing Machinery.Proxies provide the networking infrastructure to the microservices architecture which has become ubiquitous in the cloud today. However, these proxies either cannot operate at line rate or are unsuitable for generic deployments. Furthermore, state-of-the-art autoscaling algorithms are still unable to account for quality of service the applications need to provide. In my dissertation I plan to explore a split proxy architecture that would be able to operate at line rate and provide autoscaling services that take into account QoS. Furthermore, such disaggregated L4/L7 processing provides a unique opportunity to embed DDoS mitigation like security features within the proxy framework.",10.1145/3366624.3368164,2-s2.0-85078232946,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078232946&origin=inward,,0.0,Smart proxying for microservices,2019
"Application layer DDoS attacks, which are legitimate in packets and protocols, gradually become a pressing problem for commerce, politics and military. We build an attack model and characterize layer-7 attacks into three classes: session flooding attacks, request flooding attacks and asymmetric attacks. We proposed a mechanism named as DOW (Defense and Offense Wall), which defends against layer-7 attacks using combination of detection technology and currency technology. An anomaly dete-ction method based on K-means clustering is introduced to detect and filter request flooding attacks and asymmetric attacks. To defend against session-flooding attacks, we propose an encoura-gement model that uses client's session rate as currency. Dete-ction model drops suspicious sessions, while currency model encourages more legitimate sessions. By collaboration of these two models, normal clients could gain higher service rate and lower delay of response time. © 2007 IEEE.",10.1109/ICNS.2007.5,2-s2.0-47149094655,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=47149094655&origin=inward,,43.0,A detection and offense mechanism to defend against application layer DDoS attacks,2007
"© 2018 Elsevier B.V.Cloud-hosted services are being increasingly used in online businesses in e.g., retail, healthcare, manufacturing, entertainment due to benefits such as scalability and reliability. These benefits are fueled by innovations in orchestration of cloud platforms that make them programmable as Software Defined everything Infrastructures (SDxI). At the same time, sophisticated targeted attacks such as Distributed Denial-of-Service (DDoS) and Advanced Persistent Threats (APTs) are growing on an unprecedented scale threatening the availability of online businesses. In this paper, we present a novel defense system called Dolus to mitigate the impact of targeted attacks launched against high-value services hosted in SDxI-based cloud platforms. Our Dolus system is able to initiate a ‘pretense’ in a scalable and collaborative manner to deter the attacker based on threat intelligence obtained from attack feature analysis. Using foundations from pretense theory in child play, Dolus takes advantage of elastic capacity provisioning via ‘quarantine virtual machines’ and SDxI policy co-ordination across multiple network domains to deceive the attacker by creating a false sense of success. We evaluate the efficacy of Dolus using a GENI Cloud testbed and demonstrate its real-time capabilities to: (a) detect DDoS and APT attacks and redirect attack traffic to quarantine resources to engage the attacker under pretense, (b) coordinate SDxI policies to possibly block attacks closer to the attack source(s).",10.1016/j.future.2018.10.004,2-s2.0-85056866180,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056866180&origin=inward,,0.0,Intelligent defense using pretense against targeted attacks in cloud platforms,2019
"DDoS-for-hire services, also known as booters, have commoditized DDoS attacks and enabled abusive subscribers of these services to cheaply extort, harass and intimidate businesses and people by taking them offline. However, due to the underground nature of these booters, little is known about their underlying technical and business structure. In this paper, we empirically measure many facets of their technical and payment infrastructure. We also perform an analysis of leaked and scraped data from three major booters| Asylum Stresser, Lizard Stresser and VDO|which provides us with an in-depth view of their customers and victims. Finally, we conduct a large-scale payment intervention in collaboration with PayPal and evaluate its effectiveness as a deterrent to their operations. Based on our analysis, we show that these booters are responsible for hundreds of thousands of DDoS attacks and identify potentially promising methods to undermine these services by increasing their costs of operation.",10.1145/2872427.2883004,2-s2.0-85032871219,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032871219&origin=inward,,26.0,Stress testing the booters: Understanding and undermining the business of DDoS services,2016
"This work combines two existing defenses against distributed denial-of-service (DDoS) attacks - DefCOM and Speak-up - resulting in a synergistic improvement. DefCOM defense organizes existing source-end, victim-end and core defenses into a collaborative overlay to filter DDoS floods. Source networks that do not participate in DefCOM often receive poor service and their traffic is severely rate-limited. This is because core nodes in DefCOM that perform filtering lack cheap algorithms to differentiate legitimate from attack traffic at line speed - they must conservatively assume all high-rate traffic from legacy networks to be attack. Thus, in its attempt to mitigate DDoS, DefCOM ends up denying service during attacks to legitimate hosts that reside in legacy networks. Speak-up is a recently proposed defense, which invites all clients of the DDoS victim to send additional payment traffic, with the assumption that attack machines are already sending close to their full capacity. Clients that send a lot of payment traffic are considered legitimate and whitelisted. Speak-up is relatively cheap to deploy at the clients and the DDoS victim, but since payment traffic needs to be sent continuously, this creates additional congestion at the victim, which is undesirable. We combine Speak-up and DefCOM into a synergistic defense that addresses the shortcomings of the individual defenses and confirms the success of collaborative protection against DDoS attacks. Speak-up is integrated with core defenses in DefCOM and whitelists clients based on their payment traffic. Legitimate clients in legacy networks can thus be detected and served. Further, since Speak-up is implemented in the core, payment and attack traffic do not reach the victim and any undesirable congestion effects are localized to the vicinity of legacy networks. ©2008 IEEE.",10.1109/ICC.2008.329,2-s2.0-51249104641,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=51249104641&origin=inward,,5.0,Combining speak-up with DefCOM for improved DDoS defense,2008
"Distributed Denial of Service (DDoS) attacks are threats not only for the direct targets but also for the core of the network. They are also hard to detect in advance, hence methods to deal with them need to be proactive. By building on earlier work and improving on distribution of control aspects, we propose a Cluster Based framework, which is called CluB, to mitigate DDoS attacks; the method balances the effectiveness-overhead trade-off by addressing the issue of granularity of control in the network. CluB can collaborate with different routing policies in the network, including contemporary datagram options. We estimate the effectiveness of the framework and also study a set of factors for tuning the granularity of control. © 2011 ACM.",10.1145/1982185.1982297,2-s2.0-79959316635,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79959316635&origin=inward,,9.0,CluB: A cluster based framework for mitigating distributed denial of service attacks,2011
"One of the fundamental limitations of the Internet is the inability of a packet flow recipient to halt disruptive flows before they consume the recipient's network link resources. Critical infrastructures and businesses alike are vulnerable to DoS attacks or flash-crowds that can incapacitate their networks with traffic floods. Unfortunately, current mechanisms require per-flow state at routers, ISP collaboration, or the deployment of an overlay infrastructure to defend against these events. In this paper, we present SIFF, a Stateless Internet Flow Filter, which allows an end-host to selectively stop individual flows from reaching its network, without any of the common assumptions listed above. We divide all network traffic into two classes, privileged (prioritized packets subject to recipient control) and unprivileged (legacy traffic). Privileged channels are established through a capability exchange handshake. Capabilities are dynamic and verified statelessly by the routers in the network, and can be revoked by quenching update messages to an offending host. SIFF is transparent to legacy clients and servers, but only updated hosts will enjoy the benefits of it.",10.1109/SECPRI.2004.1301320,2-s2.0-3543097593,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=3543097593&origin=inward,,218.0,SIFF: A stateless internet flow filter to mitigate DDoS flooding attacks,2004
Large Scale networked information systems presents a multiple domains through which possibility of distributed denial of service (DDOS) attack is foreseen. In this paper a cooperative security management method and to elevate the service survivality to this large scale networked information system is being presented.,,2-s2.0-84856614325,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84856614325&origin=inward,,1.0,Security management against DDOS attack in medical systems architecture,2007
"© 2017 ACM.Distributed Denial of Service (DDoS) is one of the most common but destructive kind of cyberattacks. The DDoS attack traffic vastly includes the SYN packets. To handle excessive DDoS traffic without large impact on the benign traffic, it is important to allocate sufficient resource for the defense. With the support from Network Function Virtualization (NFV) technology, this can be done in a significantly lower lower cost, with higher flexibility. In this work, we propose a DDoS defense mechanism based on Network Function Virtualization platform, which is capable to balance with the attack load. Our proposed mechanism uses dynamic network agents to intercept packets when the system experiences DDoS attack. In particular, we focus on the mechanism that deploys virtual agents dynamically according to the attack strength. The corresponding load-balancing algorithm dynamically determines the number of agents to allocate for defending the attack traffic. Our simulation results demonstrate that the mechanism can successfully defeat the DDoS attacks with different attack intensities, while it incurs minimal performance degradation on the benign traffic and keeps the increase in the server's response time sufficiently low compared to that of a successful DDoS attack.",10.1145/3040992.3041000,2-s2.0-85018351048,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018351048&origin=inward,,6.0,Dynamic DDoS defense resource allocation using Network Function Virtualization,2017
"© 2014 IEEE.By sending large amount of data flows from multiple sites, Distributed Denial-of-Service (DDoS) attacks target the victims. Many of the DDoS defense methods need to be implemented simultaneously and collaboratively on several nodes, making them difficult to implement, especially on nodes that need to maintain round-the-clock Internet connectivity. The defense methods rely on random or probabilistic means to detect illegitimate traffic and discard it, which necessitates that a certain percentage of legitimate packets be dropped in the process, reducing the overall Quality of Service. In this paper we propose an Intelligent Agent Based Defense Architecture for DDoS Attacks. It is fully distributed and provides an early warning when pre-attack activities are detected, using trust mechanisms. The proposed architecture also includes an improvement of Hop-Count Filtering (HCF) technique. By simulation results, we will show that the proposed architecture achieves high throughput with low packet drop, by detecting and isolating the attack traffic flows.",10.1109/ECS.2014.6892819,2-s2.0-84908637173,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84908637173&origin=inward,,1.0,An intelligent agent based defense architecture for DDoS attacks,2014
"Network Security Appliances are deployed at the vantage point of the Internet to detect security events and prevent attacks. However, these appliances are not so effective when it comes to distributed attacks such as DDoS. This paper presents a design and implementation of collaborative network security management system (CNSMS), which organize the NetSecu nodes into a hybrid P2P and hierarchy architecture to share the security knowledge. NetSecu nodes are organized into a hierarchy architecture so they could realize different management or security functions. In each level, nodes formed a P2P networks for higher efficiency. To guarantee identity trustworthy and information exchange secure, PKI infrastructure is deployed in CNSMS. Finally experiments are conducted to test the computing and communication cost. © 2011 IEEE.",10.1109/CMC.2011.130,2-s2.0-79960810107,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960810107&origin=inward,,8.0,A collaborative network security management system in metropolitan area network,2011
"DDoS attacks have relatively low proportion of normal flow in the boundary network at the attack traffic,In this paper,we establish DDoS attack detection method based on defense stage and defensive position, and design and implement collaborative detection of DDoS attacks. Simulation results show that our approach has good timeliness, accuracy and scalability than the single-point detection and route-based distributed detection scheme. © (2013) Trans Tech Publications, Switzerland.",10.4028/www.scientific.net/AMM.380-384.2673,2-s2.0-84884889536,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84884889536&origin=inward,,0.0,Traffic classification features and its application in DDoS detection,2013
"© 2018 IEEE.The rapid increase in global data traffic increases the load and insecurity at the present radio access network architecture. This limitation of the present network leads to redesign the base station architecture. The centralized/cloud radio access network (C-RAN) technology consider being an alternative solution for the next-generation base station. This architecture performs a centralized processing and controlling activity at central location instead of the distributed processing as in traditional BS. As the C-RAN has centralized and collaborative processing, it has the capability to overcome many security challenges and proved itself to be a secured, energy and cost efficient architecture for the next generation cellular network. Different types of threats and attacks are possible at different layers of C-RAN. In this paper, we have proposed a multilayer authentication and key agreement protocol (ML-AKA) for securing all layers of C-RAN to establish an end to end connection between the user entity (UE). This proposed protocol is to authenticate and validated by AVISPA and the simulation result shows that the proposed ML-AKA protocol reduces the chance of attacks to a greater extent.",10.1109/INDICON45594.2018.8987176,2-s2.0-85082583921,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082583921&origin=inward,,0.0,Multi-layer Authentication and Key Agreement Protocol for Secured Data Transmission in Cloud-RAN,2018
